customer_id,recency,frequency,monetary,segment,acquisition_channel,cluster,segment_label
C007450,17,32,4159.68,SMB,Referral,3,Champions
C007451,29,17,1019.83,Mid-Market,Organic,0,Loyal
C007452,23,26,3379.7400000000002,SMB,Paid Ads,3,Champions
C007453,6,34,4419.66,SMB,Organic,3,Champions
C007454,15,7,909.9300000000001,Enterprise,Paid Ads,1,At Risk
C007455,23,26,779.74,Mid-Market,Partner,0,Loyal
C007456,14,7,209.92999999999998,Mid-Market,Organic,1,At Risk
C007457,4,11,1429.89,SMB,Partner,1,At Risk
C007458,5,29,3769.71,Enterprise,Referral,3,Champions
C007459,26,7,209.92999999999998,SMB,Referral,1,At Risk
C007461,20,9,1169.91,Mid-Market,Paid Ads,1,At Risk
C007462,13,18,1079.82,SMB,Organic,0,Loyal
C007463,21,26,1559.74,SMB,Paid Ads,0,Loyal
C007464,28,2,59.98,Mid-Market,Paid Ads,1,At Risk
C007465,20,27,3509.7300000000005,SMB,Paid Ads,3,Champions
C007466,23,23,1379.77,Mid-Market,Organic,0,Loyal
C007467,21,18,1079.82,SMB,Paid Ads,0,Loyal
C007468,15,7,909.9300000000001,Mid-Market,Partner,1,At Risk
C007469,29,3,389.97,Enterprise,Referral,1,At Risk
C007470,30,13,389.87,SMB,Partner,1,At Risk
C007471,98,16,2079.84,Mid-Market,Partner,0,Loyal
C007472,16,10,599.9,Enterprise,Organic,1,At Risk
C007473,30,24,719.76,Mid-Market,Partner,0,Loyal
C007474,28,6,779.94,SMB,Organic,1,At Risk
C007475,29,5,299.95,SMB,Organic,1,At Risk
C007477,560,4,239.96,SMB,Paid Ads,2,Lost
C007478,18,13,1689.8700000000001,SMB,Organic,0,Loyal
C007479,24,16,479.84,SMB,Referral,1,At Risk
C007480,1,6,359.94,Enterprise,Referral,1,At Risk
C007481,295,12,719.88,SMB,Referral,2,Lost
C007482,20,29,869.7099999999999,SMB,Referral,0,Loyal
C007483,26,28,3639.7200000000003,Mid-Market,Partner,3,Champions
C007485,3,24,719.76,SMB,Paid Ads,0,Loyal
C007486,4,14,419.85999999999996,Enterprise,Partner,1,At Risk
C007487,9,12,359.88,SMB,Paid Ads,1,At Risk
C007488,22,29,3769.71,SMB,Partner,3,Champions
C007489,5,9,1169.91,Enterprise,Paid Ads,1,At Risk
C007490,28,15,449.84999999999997,Mid-Market,Referral,1,At Risk
C007491,21,33,1979.67,Mid-Market,Organic,0,Loyal
C007492,17,3,179.97,SMB,Referral,1,At Risk
C007493,24,18,539.8199999999999,SMB,Referral,0,Loyal
C007494,29,26,779.74,SMB,Organic,0,Loyal
C007495,25,5,299.95,Mid-Market,Referral,1,At Risk
C007496,47,19,1139.81,Mid-Market,Paid Ads,0,Loyal
C007497,18,11,659.89,Mid-Market,Organic,1,At Risk
C007498,17,15,1949.8500000000001,Mid-Market,Organic,0,Loyal
C007499,12,16,479.84,Enterprise,Paid Ads,1,At Risk
C007500,26,22,2859.78,Enterprise,Partner,3,Champions
C007501,6,30,1799.7,SMB,Referral,0,Loyal
C007502,5,11,329.89,SMB,Organic,1,At Risk
C007503,230,14,839.86,SMB,Referral,1,At Risk
C007504,17,25,1499.75,SMB,Organic,0,Loyal
C007505,5,31,929.6899999999999,SMB,Partner,0,Loyal
C007506,17,24,719.76,SMB,Organic,0,Loyal
C007507,19,32,4159.68,SMB,Paid Ads,3,Champions
C007508,25,8,1039.92,Enterprise,Referral,1,At Risk
C007509,11,11,659.89,SMB,Partner,1,At Risk
C007510,24,11,1429.89,Mid-Market,Paid Ads,1,At Risk
C007511,13,19,2469.8100000000004,Mid-Market,Referral,0,Loyal
C007512,375,14,1819.8600000000001,Mid-Market,Organic,2,Lost
C007513,130,7,909.9300000000001,SMB,Paid Ads,1,At Risk
C007514,24,8,239.92,SMB,Referral,1,At Risk
C007515,19,6,179.94,Mid-Market,Partner,1,At Risk
C007516,18,6,179.94,SMB,Referral,1,At Risk
C007517,470,13,779.87,SMB,Organic,2,Lost
C007518,9,21,1259.79,Mid-Market,Organic,0,Loyal
C007519,222,5,149.95,Mid-Market,Paid Ads,1,At Risk
C007520,9,2,119.98,Enterprise,Referral,1,At Risk
C007521,9,20,1199.8,SMB,Referral,0,Loyal
C007522,3,23,689.77,SMB,Partner,0,Loyal
C007523,22,13,779.87,Mid-Market,Partner,1,At Risk
C007524,16,28,1679.72,SMB,Paid Ads,0,Loyal
C007525,21,26,1559.74,SMB,Partner,0,Loyal
C007526,60,3,89.97,SMB,Paid Ads,1,At Risk
C007527,23,14,419.85999999999996,SMB,Referral,1,At Risk
C007528,13,27,3509.7300000000005,Mid-Market,Organic,3,Champions
C007529,27,29,1739.71,Mid-Market,Paid Ads,0,Loyal
C007530,280,10,1299.9,SMB,Paid Ads,1,At Risk
C007531,479,10,599.9,SMB,Paid Ads,2,Lost
C007532,3,21,1259.79,Mid-Market,Organic,0,Loyal
C007533,7,26,1559.74,SMB,Paid Ads,0,Loyal
C007534,22,16,959.84,Enterprise,Organic,0,Loyal
C007535,23,8,239.92,SMB,Partner,1,At Risk
C007536,28,20,2599.8,Mid-Market,Referral,3,Champions
C007537,14,26,3379.7400000000002,Enterprise,Partner,3,Champions
C007538,27,20,599.8,Mid-Market,Referral,0,Loyal
C007539,11,2,259.98,SMB,Organic,1,At Risk
C007540,626,5,299.95,SMB,Organic,2,Lost
C007541,669,6,179.94,SMB,Partner,2,Lost
C007542,7,10,299.9,SMB,Organic,1,At Risk
C007543,29,19,569.81,SMB,Paid Ads,0,Loyal
C007544,28,24,3119.76,Mid-Market,Partner,3,Champions
C007545,529,9,1169.91,Enterprise,Partner,2,Lost
C007546,18,9,1169.91,Mid-Market,Partner,1,At Risk
C007547,20,7,209.92999999999998,Mid-Market,Referral,1,At Risk
C007548,25,28,3639.7200000000003,SMB,Paid Ads,3,Champions
C007549,28,28,1679.72,Mid-Market,Partner,0,Loyal
C007550,7,15,1949.8500000000001,Mid-Market,Partner,0,Loyal
C007551,26,31,1859.69,Enterprise,Paid Ads,0,Loyal
C007552,6,6,779.94,Enterprise,Paid Ads,1,At Risk
C007553,22,30,899.6999999999999,Mid-Market,Organic,0,Loyal
C007554,13,11,659.89,SMB,Organic,1,At Risk
C007555,30,13,1689.8700000000001,SMB,Referral,0,Loyal
C007556,37,11,329.89,SMB,Partner,1,At Risk
C007557,20,32,959.68,SMB,Referral,0,Loyal
C007558,10,4,519.96,Enterprise,Organic,1,At Risk
C007559,4,19,2469.8100000000004,SMB,Referral,0,Loyal
C007560,10,25,1499.75,SMB,Partner,0,Loyal
C007561,27,13,389.87,SMB,Paid Ads,1,At Risk
C007562,23,4,119.96,SMB,Referral,1,At Risk
C007563,26,29,869.7099999999999,Mid-Market,Referral,0,Loyal
C007564,16,23,1379.77,Mid-Market,Paid Ads,0,Loyal
C007565,3,29,869.7099999999999,Mid-Market,Paid Ads,0,Loyal
C007566,8,2,119.98,SMB,Referral,1,At Risk
C007567,27,12,1559.88,Mid-Market,Referral,1,At Risk
C007568,22,14,1819.8600000000001,Mid-Market,Organic,0,Loyal
C007569,42,6,179.94,SMB,Partner,1,At Risk
C007570,8,26,779.74,SMB,Organic,0,Loyal
C007571,20,1,29.99,SMB,Referral,1,At Risk
C007572,88,10,1299.9,SMB,Paid Ads,1,At Risk
C007573,23,18,2339.82,Enterprise,Organic,0,Loyal
C007574,242,4,239.96,SMB,Paid Ads,1,At Risk
C007575,12,20,1199.8,Mid-Market,Referral,0,Loyal
C007576,19,12,359.88,Enterprise,Organic,1,At Risk
C007577,20,20,599.8,SMB,Partner,0,Loyal
C007578,16,11,659.89,SMB,Paid Ads,1,At Risk
C007579,8,29,3769.71,Enterprise,Paid Ads,3,Champions
C007580,24,7,419.93,SMB,Organic,1,At Risk
C007581,8,13,389.87,Enterprise,Referral,1,At Risk
C007582,151,18,539.8199999999999,SMB,Organic,0,Loyal
C007583,581,14,839.86,Mid-Market,Partner,2,Lost
C007584,4,21,1259.79,SMB,Paid Ads,0,Loyal
C007585,28,16,959.84,Enterprise,Partner,0,Loyal
C007586,19,25,3249.75,Mid-Market,Partner,3,Champions
C007587,8,33,4289.67,Mid-Market,Referral,3,Champions
C007588,26,17,2209.83,Enterprise,Paid Ads,0,Loyal
C007589,19,6,179.94,SMB,Referral,1,At Risk
C007590,2,4,119.96,Mid-Market,Partner,1,At Risk
C007591,16,1,59.99,Enterprise,Referral,1,At Risk
C007592,27,5,299.95,SMB,Referral,1,At Risk
C007593,19,20,2599.8,SMB,Partner,3,Champions
C007594,885,4,119.96,SMB,Organic,2,Lost
C007595,20,23,1379.77,Mid-Market,Partner,0,Loyal
C007596,15,13,779.87,Mid-Market,Partner,1,At Risk
C007597,240,9,539.91,SMB,Partner,1,At Risk
C007598,3,25,3249.75,Enterprise,Referral,3,Champions
C007599,24,29,869.7099999999999,Enterprise,Referral,0,Loyal
C007600,3,30,1799.7,Enterprise,Referral,0,Loyal
C007601,211,15,449.84999999999997,SMB,Organic,1,At Risk
C007602,30,16,2079.84,SMB,Organic,0,Loyal
C007603,37,8,479.92,SMB,Partner,1,At Risk
C007604,45,23,1379.77,Enterprise,Paid Ads,0,Loyal
C007605,6,4,519.96,SMB,Partner,1,At Risk
C007606,28,1,29.99,SMB,Paid Ads,1,At Risk
C007607,26,19,569.81,SMB,Paid Ads,0,Loyal
C007608,10,24,3119.76,SMB,Partner,3,Champions
C007609,14,8,479.92,SMB,Partner,1,At Risk
C007610,26,22,1319.78,SMB,Referral,0,Loyal
C007611,16,28,1679.72,Enterprise,Paid Ads,0,Loyal
C007612,22,7,909.9300000000001,SMB,Paid Ads,1,At Risk
C007613,3,24,3119.76,SMB,Referral,3,Champions
C007614,890,7,909.9300000000001,SMB,Referral,2,Lost
C007615,13,26,779.74,SMB,Organic,0,Loyal
C007616,10,25,1499.75,SMB,Referral,0,Loyal
C007617,20,25,1499.75,SMB,Partner,0,Loyal
C007618,2,21,629.79,Mid-Market,Organic,0,Loyal
C007619,4,1,29.99,SMB,Organic,1,At Risk
C007620,22,15,899.85,SMB,Partner,1,At Risk
C007621,4,35,2099.65,Enterprise,Organic,0,Loyal
C007622,15,5,649.95,SMB,Referral,1,At Risk
C007623,24,13,779.87,Mid-Market,Referral,1,At Risk
C007624,28,24,3119.76,SMB,Referral,3,Champions
C007625,9,20,2599.8,SMB,Partner,3,Champions
C007626,13,18,2339.82,Enterprise,Paid Ads,0,Loyal
C007627,19,23,2989.7700000000004,SMB,Organic,3,Champions
C007628,8,20,1199.8,SMB,Organic,0,Loyal
C007629,5,16,479.84,Mid-Market,Paid Ads,1,At Risk
C007630,20,8,479.92,Enterprise,Referral,1,At Risk
C007631,6,9,539.91,Enterprise,Paid Ads,1,At Risk
C007632,6,18,2339.82,Enterprise,Paid Ads,0,Loyal
C007633,4,20,2599.8,Enterprise,Referral,3,Champions
C007634,16,21,1259.79,Mid-Market,Partner,0,Loyal
C007635,303,10,299.9,Enterprise,Organic,2,Lost
C007636,28,14,1819.8600000000001,SMB,Organic,0,Loyal
C007637,24,23,689.77,Mid-Market,Organic,0,Loyal
C007638,17,9,539.91,Enterprise,Organic,1,At Risk
C007639,408,4,239.96,Mid-Market,Paid Ads,2,Lost
C007640,4,1,29.99,Mid-Market,Organic,1,At Risk
C007641,19,2,259.98,SMB,Partner,1,At Risk
C007642,11,31,4029.6900000000005,Enterprise,Paid Ads,3,Champions
C007643,29,34,2039.66,Mid-Market,Partner,0,Loyal
C007644,84,10,1299.9,SMB,Referral,1,At Risk
C007645,9,21,629.79,SMB,Partner,0,Loyal
C007646,1,31,4029.6900000000005,SMB,Partner,3,Champions
C007647,24,6,359.94,SMB,Referral,1,At Risk
C007648,25,5,649.95,SMB,Partner,1,At Risk
C007649,11,25,3249.75,SMB,Paid Ads,3,Champions
C007650,9,25,749.75,Enterprise,Paid Ads,0,Loyal
C007651,16,12,1559.88,Mid-Market,Partner,1,At Risk
C007652,749,12,719.88,SMB,Partner,2,Lost
C007653,6,30,1799.7,SMB,Referral,0,Loyal
C007654,18,18,539.8199999999999,Enterprise,Partner,0,Loyal
C007655,17,4,519.96,SMB,Referral,1,At Risk
C007656,14,32,959.68,Mid-Market,Referral,0,Loyal
C007657,28,24,1439.76,SMB,Referral,0,Loyal
C007658,26,8,479.92,SMB,Paid Ads,1,At Risk
C007659,6,31,1859.69,Mid-Market,Organic,0,Loyal
C007660,835,7,209.92999999999998,Mid-Market,Paid Ads,2,Lost
C007661,13,3,89.97,SMB,Referral,1,At Risk
C007662,20,3,389.97,Mid-Market,Referral,1,At Risk
C007663,9,21,2729.79,SMB,Organic,3,Champions
C007664,15,27,809.7299999999999,Enterprise,Organic,0,Loyal
C007665,14,13,1689.8700000000001,Mid-Market,Partner,0,Loyal
C007666,15,34,1019.66,SMB,Organic,0,Loyal
C007667,6,11,1429.89,Mid-Market,Paid Ads,1,At Risk
C007668,30,6,359.94,SMB,Paid Ads,1,At Risk
C007669,27,10,299.9,SMB,Referral,1,At Risk
C007670,30,14,839.86,Mid-Market,Organic,1,At Risk
C007671,27,3,89.97,Enterprise,Organic,1,At Risk
C007672,12,4,239.96,SMB,Partner,1,At Risk
C007673,12,14,839.86,SMB,Partner,1,At Risk
C007674,24,27,3509.7300000000005,SMB,Organic,3,Champions
C007675,11,7,419.93,Mid-Market,Organic,1,At Risk
C007676,25,32,959.68,SMB,Referral,0,Loyal
C007677,5,33,989.67,Mid-Market,Referral,0,Loyal
C007678,139,11,659.89,Mid-Market,Organic,1,At Risk
C007679,107,8,239.92,Mid-Market,Referral,1,At Risk
C007680,53,20,599.8,Enterprise,Referral,0,Loyal
C007681,9,24,719.76,SMB,Paid Ads,0,Loyal
C007682,23,18,1079.82,SMB,Referral,0,Loyal
C007683,24,32,959.68,SMB,Organic,0,Loyal
C007684,79,14,1819.8600000000001,SMB,Organic,0,Loyal
C007685,21,33,1979.67,Mid-Market,Partner,0,Loyal
C007686,11,27,3509.7300000000005,SMB,Organic,3,Champions
C007687,5,2,119.98,SMB,Referral,1,At Risk
C007688,10,8,239.92,SMB,Referral,1,At Risk
C007689,13,7,909.9300000000001,Enterprise,Referral,1,At Risk
C007690,43,1,29.99,SMB,Organic,1,At Risk
C007691,25,13,1689.8700000000001,SMB,Paid Ads,0,Loyal
C007692,24,21,1259.79,SMB,Partner,0,Loyal
C007693,17,22,2859.78,SMB,Paid Ads,3,Champions
C007694,2,3,179.97,Enterprise,Partner,1,At Risk
C007695,13,33,4289.67,SMB,Partner,3,Champions
C007696,11,2,259.98,Enterprise,Organic,1,At Risk
C007697,51,26,779.74,SMB,Organic,0,Loyal
C007698,2,30,1799.7,Mid-Market,Organic,0,Loyal
C007699,1,33,989.67,Mid-Market,Referral,0,Loyal
C007700,13,7,909.9300000000001,SMB,Organic,1,At Risk
C007701,14,10,599.9,Mid-Market,Paid Ads,1,At Risk
C007702,20,34,1019.66,Enterprise,Paid Ads,0,Loyal
C007703,12,9,269.90999999999997,Enterprise,Paid Ads,1,At Risk
C007704,21,6,179.94,Enterprise,Partner,1,At Risk
C007705,21,9,269.90999999999997,SMB,Referral,1,At Risk
C007706,14,23,2989.7700000000004,SMB,Organic,3,Champions
C007707,13,17,2209.83,SMB,Organic,0,Loyal
C007708,6,9,269.90999999999997,Mid-Market,Paid Ads,1,At Risk
C007709,20,27,1619.73,Mid-Market,Referral,0,Loyal
C007710,671,13,389.87,SMB,Paid Ads,2,Lost
C007711,29,35,4549.650000000001,SMB,Partner,3,Champions
C007712,28,1,129.99,SMB,Organic,1,At Risk
C007713,5,9,269.90999999999997,SMB,Referral,1,At Risk
C007714,28,1,129.99,Mid-Market,Organic,1,At Risk
C007715,9,17,509.83,Mid-Market,Referral,1,At Risk
C007716,45,1,29.99,Mid-Market,Partner,1,At Risk
C007717,20,13,389.87,Mid-Market,Paid Ads,1,At Risk
C007718,22,29,869.7099999999999,SMB,Partner,0,Loyal
C007719,19,3,179.97,SMB,Organic,1,At Risk
C007720,6,22,659.78,SMB,Organic,0,Loyal
C007721,27,17,1019.83,Enterprise,Referral,0,Loyal
C007722,46,13,779.87,Mid-Market,Paid Ads,1,At Risk
C007723,11,15,449.84999999999997,SMB,Paid Ads,1,At Risk
C007724,17,8,479.92,SMB,Organic,1,At Risk
C007725,176,9,539.91,SMB,Partner,1,At Risk
C007726,567,7,419.93,Mid-Market,Paid Ads,2,Lost
C007727,19,32,959.68,Mid-Market,Partner,0,Loyal
C007728,9,32,4159.68,SMB,Referral,3,Champions
C007729,21,5,149.95,Mid-Market,Paid Ads,1,At Risk
C007730,16,20,1199.8,SMB,Referral,0,Loyal
C007731,375,4,519.96,SMB,Organic,2,Lost
C007732,717,4,239.96,SMB,Referral,2,Lost
C007733,23,7,419.93,Enterprise,Partner,1,At Risk
C007734,19,3,389.97,SMB,Organic,1,At Risk
C007735,15,7,909.9300000000001,Enterprise,Partner,1,At Risk
C007736,27,28,839.7199999999999,Mid-Market,Partner,0,Loyal
C007737,441,6,779.94,SMB,Organic,2,Lost
C007738,30,29,3769.71,SMB,Referral,3,Champions
C007739,25,9,269.90999999999997,SMB,Organic,1,At Risk
C007740,26,3,89.97,SMB,Organic,1,At Risk
C007741,6,10,599.9,SMB,Organic,1,At Risk
C007742,24,27,3509.7300000000005,Mid-Market,Partner,3,Champions
C007743,20,25,1499.75,Enterprise,Organic,0,Loyal
C007744,16,7,209.92999999999998,Mid-Market,Organic,1,At Risk
C007745,29,1,59.99,SMB,Referral,1,At Risk
C007746,513,10,299.9,SMB,Paid Ads,2,Lost
C007747,7,25,749.75,Enterprise,Partner,0,Loyal
C007748,6,26,3379.7400000000002,Enterprise,Paid Ads,3,Champions
C007749,1,25,1499.75,SMB,Paid Ads,0,Loyal
C007750,10,26,779.74,Enterprise,Paid Ads,0,Loyal
C007751,7,19,569.81,SMB,Organic,0,Loyal
C007752,11,3,389.97,SMB,Referral,1,At Risk
C007753,23,4,519.96,SMB,Referral,1,At Risk
C007754,659,4,119.96,SMB,Referral,2,Lost
C007755,30,24,3119.76,SMB,Paid Ads,3,Champions
C007756,6,31,929.6899999999999,Mid-Market,Organic,0,Loyal
C007757,15,6,359.94,SMB,Paid Ads,1,At Risk
C007758,29,14,839.86,SMB,Partner,1,At Risk
C007759,25,10,299.9,SMB,Referral,1,At Risk
C007760,3,18,539.8199999999999,Mid-Market,Partner,0,Loyal
C007761,203,6,359.94,SMB,Referral,1,At Risk
C007762,10,6,359.94,Mid-Market,Organic,1,At Risk
C007763,11,4,239.96,SMB,Partner,1,At Risk
C007764,3,29,3769.71,SMB,Partner,3,Champions
C007765,24,21,629.79,SMB,Referral,0,Loyal
C007766,10,11,1429.89,SMB,Partner,1,At Risk
C007767,27,17,1019.83,Mid-Market,Organic,0,Loyal
C007768,585,9,1169.91,Mid-Market,Referral,2,Lost
C007769,21,12,359.88,Mid-Market,Referral,1,At Risk
C007770,10,8,1039.92,SMB,Referral,1,At Risk
C007771,27,30,3899.7000000000003,Enterprise,Organic,3,Champions
C007772,473,14,1819.8600000000001,SMB,Paid Ads,2,Lost
C007773,9,6,179.94,SMB,Referral,1,At Risk
C007774,60,16,959.84,Mid-Market,Paid Ads,0,Loyal
C007775,6,2,59.98,Mid-Market,Referral,1,At Risk
C007776,6,33,4289.67,Mid-Market,Referral,3,Champions
C007777,4,3,179.97,SMB,Referral,1,At Risk
C007778,18,28,1679.72,Enterprise,Paid Ads,0,Loyal
C007779,29,30,1799.7,Mid-Market,Paid Ads,0,Loyal
C007780,14,1,129.99,SMB,Paid Ads,1,At Risk
C007781,125,6,779.94,Enterprise,Referral,1,At Risk
C007782,17,21,2729.79,SMB,Partner,3,Champions
C007783,266,8,239.92,SMB,Partner,1,At Risk
C007784,24,11,329.89,SMB,Referral,1,At Risk
C007785,21,27,809.7299999999999,Mid-Market,Partner,0,Loyal
C007786,12,2,259.98,SMB,Paid Ads,1,At Risk
C007787,12,12,359.88,Mid-Market,Referral,1,At Risk
C007788,5,1,129.99,Mid-Market,Organic,1,At Risk
C007789,15,12,359.88,SMB,Organic,1,At Risk
C007790,16,25,749.75,SMB,Organic,0,Loyal
C007791,25,7,419.93,SMB,Organic,1,At Risk
C007792,4,27,3509.7300000000005,SMB,Partner,3,Champions
C007793,23,16,959.84,SMB,Paid Ads,0,Loyal
C007794,25,14,1819.8600000000001,SMB,Paid Ads,0,Loyal
C007795,175,3,179.97,SMB,Partner,1,At Risk
C007796,23,9,269.90999999999997,SMB,Referral,1,At Risk
C007797,1,34,2039.66,Mid-Market,Partner,0,Loyal
C007798,173,17,509.83,SMB,Referral,1,At Risk
C007799,18,10,299.9,Mid-Market,Paid Ads,1,At Risk
C007800,639,5,649.95,Mid-Market,Referral,2,Lost
C007801,652,4,239.96,SMB,Referral,2,Lost
C007802,2,22,659.78,SMB,Referral,0,Loyal
C007803,11,33,1979.67,Enterprise,Referral,0,Loyal
C007804,23,6,779.94,Enterprise,Paid Ads,1,At Risk
C007805,289,14,1819.8600000000001,SMB,Referral,0,Loyal
C007806,16,18,539.8199999999999,SMB,Referral,0,Loyal
C007807,6,9,269.90999999999997,Mid-Market,Referral,1,At Risk
C007808,4,5,149.95,Enterprise,Partner,1,At Risk
C007809,737,5,149.95,Mid-Market,Paid Ads,2,Lost
C007810,29,8,239.92,Mid-Market,Referral,1,At Risk
C007811,10,13,779.87,SMB,Referral,1,At Risk
C007812,553,7,909.9300000000001,SMB,Referral,2,Lost
C007813,9,23,689.77,SMB,Organic,0,Loyal
C007814,30,8,479.92,Mid-Market,Referral,1,At Risk
C007815,11,5,649.95,Mid-Market,Referral,1,At Risk
C007816,11,33,989.67,SMB,Organic,0,Loyal
C007817,21,2,119.98,SMB,Paid Ads,1,At Risk
C007818,1,24,3119.76,SMB,Partner,3,Champions
C007819,9,3,389.97,Mid-Market,Partner,1,At Risk
C007820,50,7,419.93,SMB,Partner,1,At Risk
C007821,29,9,539.91,SMB,Paid Ads,1,At Risk
C007822,8,12,719.88,SMB,Organic,1,At Risk
C007823,9,34,2039.66,Enterprise,Partner,0,Loyal
C007824,21,25,1499.75,Mid-Market,Paid Ads,0,Loyal
C007825,26,2,119.98,SMB,Partner,1,At Risk
C007826,9,24,1439.76,Mid-Market,Partner,0,Loyal
C007827,2,18,539.8199999999999,SMB,Referral,0,Loyal
C007828,6,31,1859.69,SMB,Referral,0,Loyal
C007829,28,3,89.97,SMB,Referral,1,At Risk
C007830,11,4,119.96,Mid-Market,Partner,1,At Risk
C007831,9,18,2339.82,Mid-Market,Partner,0,Loyal
C007832,30,1,129.99,Mid-Market,Referral,1,At Risk
C007834,30,11,329.89,SMB,Referral,1,At Risk
C007835,18,31,1859.69,SMB,Paid Ads,0,Loyal
C007836,27,8,239.92,Mid-Market,Paid Ads,1,At Risk
C007837,13,10,299.9,SMB,Organic,1,At Risk
C007838,28,11,329.89,SMB,Paid Ads,1,At Risk
C007839,19,16,2079.84,SMB,Referral,0,Loyal
C007840,30,5,299.95,SMB,Paid Ads,1,At Risk
C007841,1,8,1039.92,SMB,Partner,1,At Risk
C007842,13,4,239.96,Mid-Market,Partner,1,At Risk
C007843,7,16,479.84,SMB,Partner,1,At Risk
C007844,53,24,3119.76,SMB,Referral,3,Champions
C007845,44,26,779.74,Mid-Market,Organic,0,Loyal
C007846,19,18,2339.82,Mid-Market,Organic,0,Loyal
C007847,14,10,599.9,SMB,Partner,1,At Risk
C007848,30,22,2859.78,Enterprise,Paid Ads,3,Champions
C007849,531,10,299.9,SMB,Organic,2,Lost
C007850,2,15,899.85,Enterprise,Referral,1,At Risk
C007851,38,33,989.67,Enterprise,Paid Ads,0,Loyal
C007852,2,17,2209.83,Mid-Market,Organic,0,Loyal
C007853,18,22,2859.78,SMB,Paid Ads,3,Champions
C007854,5,5,149.95,SMB,Referral,1,At Risk
C007855,23,30,1799.7,Enterprise,Paid Ads,0,Loyal
C007856,17,30,1799.7,SMB,Referral,0,Loyal
C007857,22,35,4549.650000000001,Mid-Market,Referral,3,Champions
C007858,37,12,719.88,Mid-Market,Organic,1,At Risk
C007859,29,29,869.7099999999999,Mid-Market,Paid Ads,0,Loyal
C007860,514,16,2079.84,SMB,Partner,2,Lost
C007861,489,4,239.96,SMB,Referral,2,Lost
C007862,18,1,29.99,SMB,Referral,1,At Risk
C007863,21,21,2729.79,Enterprise,Partner,3,Champions
C007864,50,31,1859.69,Enterprise,Paid Ads,0,Loyal
C007865,9,4,239.96,SMB,Partner,1,At Risk
C007866,369,17,2209.83,SMB,Paid Ads,2,Lost
C007867,5,5,299.95,SMB,Paid Ads,1,At Risk
C007868,7,4,519.96,Mid-Market,Referral,1,At Risk
C007869,547,5,299.95,SMB,Referral,2,Lost
C007870,51,13,779.87,SMB,Partner,1,At Risk
C007871,15,3,179.97,SMB,Referral,1,At Risk
C007872,25,17,1019.83,SMB,Paid Ads,0,Loyal
C007873,19,17,2209.83,SMB,Partner,0,Loyal
C007874,28,17,509.83,SMB,Referral,1,At Risk
C007875,28,23,2989.7700000000004,Enterprise,Paid Ads,3,Champions
C007876,10,21,1259.79,SMB,Paid Ads,0,Loyal
C007877,18,3,179.97,SMB,Organic,1,At Risk
C007878,8,15,1949.8500000000001,Mid-Market,Partner,0,Loyal
C007879,944,3,89.97,Enterprise,Referral,2,Lost
C007880,172,19,569.81,Enterprise,Referral,0,Loyal
C007881,15,6,359.94,SMB,Referral,1,At Risk
C007882,29,13,779.87,SMB,Organic,1,At Risk
C007883,15,16,479.84,SMB,Paid Ads,1,At Risk
C007884,144,9,1169.91,Mid-Market,Partner,1,At Risk
C007885,21,14,419.85999999999996,Mid-Market,Organic,1,At Risk
C007886,2,19,2469.8100000000004,Mid-Market,Paid Ads,0,Loyal
C007887,5,20,2599.8,SMB,Organic,3,Champions
C007888,14,23,1379.77,SMB,Paid Ads,0,Loyal
C007889,18,22,2859.78,SMB,Partner,3,Champions
C007890,20,9,1169.91,Mid-Market,Referral,1,At Risk
C007891,17,11,659.89,Enterprise,Paid Ads,1,At Risk
C007892,30,13,779.87,SMB,Organic,1,At Risk
C007893,6,6,359.94,Enterprise,Referral,1,At Risk
C007894,1,23,689.77,SMB,Partner,0,Loyal
C007895,6,29,1739.71,SMB,Referral,0,Loyal
C007896,25,32,1919.68,Mid-Market,Organic,0,Loyal
C007897,27,22,1319.78,Enterprise,Organic,0,Loyal
C007898,2,4,119.96,Mid-Market,Paid Ads,1,At Risk
C007899,4,24,1439.76,Mid-Market,Paid Ads,0,Loyal
C007900,7,3,389.97,Mid-Market,Referral,1,At Risk
C007901,9,28,3639.7200000000003,Mid-Market,Organic,3,Champions
C007902,15,2,259.98,SMB,Partner,1,At Risk
C007903,20,16,479.84,Mid-Market,Paid Ads,1,At Risk
C007904,237,15,1949.8500000000001,SMB,Partner,0,Loyal
C007905,25,16,479.84,SMB,Organic,1,At Risk
C007906,29,3,389.97,SMB,Organic,1,At Risk
C007907,7,15,899.85,SMB,Organic,1,At Risk
C007908,4,34,4419.66,SMB,Referral,3,Champions
C007909,13,22,2859.78,SMB,Paid Ads,3,Champions
C007910,4,20,2599.8,SMB,Paid Ads,3,Champions
C007911,7,12,719.88,Enterprise,Referral,1,At Risk
C007912,19,16,479.84,SMB,Partner,1,At Risk
C007913,21,4,119.96,Enterprise,Partner,1,At Risk
C007914,470,17,1019.83,SMB,Referral,2,Lost
C007915,11,4,119.96,SMB,Partner,1,At Risk
C007916,29,20,2599.8,SMB,Referral,3,Champions
C007917,23,6,179.94,SMB,Paid Ads,1,At Risk
C007918,16,8,1039.92,SMB,Paid Ads,1,At Risk
C007919,2,2,259.98,SMB,Paid Ads,1,At Risk
C007920,12,37,1109.6299999999999,SMB,Referral,0,Loyal
C007921,27,35,2099.65,SMB,Organic,0,Loyal
